grid_id,existing_lx,recommended_lx,delta_percent,keep_hours,reason_1,reason_2,reason_3,reasons
63,10.0,9.741,-2.595,3,residential_density|주택밀집도|UP,night_traffic|야간교통량|DOWN,cctv_density|CCTV 밀집도|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
64,10.0,10.0,0.0,3,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
65,10.0,10.0,0.0,3,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
66,25.0,24.728,-1.088,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|UP,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}]"
67,15.0,12.956,-13.628,3,residential_density|주택밀집도|DOWN,commercial_density|상권밀집도|UP,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
68,25.0,24.32,-2.721,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
69,10.0,7.995,-20.047,3,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
70,25.0,23.145,-7.418,3,park_within|격자 내 공원|DOWN,cctv_density|CCTV 밀집도|DOWN,commercial_density|상권밀집도|UP,"[{""key"": ""park_within"", ""label"": ""격자 내 공원"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}]"
71,10.0,8.476,-15.235,3,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|UP,commercial_density|상권밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""DOWN""}]"
72,10.0,6.805,-31.947,3,night_traffic|야간교통량|DOWN,cctv_density|CCTV 밀집도|DOWN,residential_density|주택밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
73,25.0,25.0,0.0,3,commercial_density|상권밀집도|UP,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|UP,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
74,10.0,10.0,0.0,3,residential_density|주택밀집도|UP,cctv_density|CCTV 밀집도|UP,night_traffic|야간교통량|DOWN,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}]"
75,10.0,10.0,0.0,3,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
76,10.0,10.0,0.0,3,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
77,10.0,9.153,-8.47,3,residential_density|주택밀집도|DOWN,commercial_density|상권밀집도|UP,night_traffic|야간교통량|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}]"
78,25.0,24.014,-3.944,3,commercial_density|상권밀집도|UP,cctv_density|CCTV 밀집도|DOWN,residential_density|주택밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
79,25.0,24.394,-2.423,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
80,25.0,24.111,-3.557,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
81,25.0,24.421,-2.317,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
82,15.0,11.277,-24.82,3,night_traffic|야간교통량|DOWN,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
83,15.0,11.145,-25.703,3,night_traffic|야간교통량|DOWN,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
84,25.0,24.438,-2.249,3,commercial_density|상권밀집도|UP,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
85,10.0,10.0,0.0,3,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
86,10.0,10.0,0.0,3,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
87,25.0,24.507,-1.974,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|UP,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
88,10.0,7.837,-21.635,3,cctv_density|CCTV 밀집도|DOWN,residential_density|주택밀집도|DOWN,commercial_density|상권밀집도|UP,"[{""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}]"
89,10.0,7.933,-20.671,3,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|DOWN,night_traffic|야간교통량|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}]"
90,10.0,9.366,-6.345,3,night_traffic|야간교통량|UP,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
91,25.0,25.0,0.0,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|UP,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
92,10.0,7.019,-29.808,3,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|DOWN,commercial_density|상권밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""DOWN""}]"
93,10.0,7.452,-25.483,3,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|DOWN,cctv_density|CCTV 밀집도|UP,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
94,10.0,9.22,-7.796,3,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
95,25.0,24.72,-1.119,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|UP,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}]"
96,10.0,8.632,-13.676,3,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|DOWN,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}]"
97,10.0,8.938,-10.624,3,cctv_density|CCTV 밀집도|DOWN,night_traffic|야간교통량|UP,residential_density|주택밀집도|UP,"[{""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
98,25.0,25.0,0.0,3,commercial_density|상권밀집도|UP,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|UP,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
99,25.0,24.304,-2.782,3,commercial_density|상권밀집도|UP,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
100,10.0,8.168,-18.316,3,night_traffic|야간교통량|DOWN,cctv_density|CCTV 밀집도|UP,commercial_density|상권밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""DOWN""}]"
101,10.0,9.741,-2.593,3,residential_density|주택밀집도|DOWN,commercial_density|상권밀집도|UP,cctv_density|CCTV 밀집도|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
102,10.0,9.043,-9.569,3,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|UP,cctv_density|CCTV 밀집도|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""UP""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
103,15.0,11.857,-20.951,3,night_traffic|야간교통량|DOWN,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
104,10.0,9.536,-4.644,3,residential_density|주택밀집도|UP,night_traffic|야간교통량|DOWN,cctv_density|CCTV 밀집도|UP,"[{""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}]"
105,10.0,8.009,-19.914,3,night_traffic|야간교통량|DOWN,cctv_density|CCTV 밀집도|UP,residential_density|주택밀집도|DOWN,"[{""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""cctv_density"", ""label"": ""CCTV 밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
106,10.0,8.828,-11.716,3,commercial_density|상권밀집도|UP,residential_density|주택밀집도|DOWN,night_traffic|야간교통량|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}]"
107,10.0,8.402,-15.982,3,commercial_density|상권밀집도|UP,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|DOWN,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""DOWN""}]"
108,25.0,25.0,0.0,3,commercial_density|상권밀집도|UP,night_traffic|야간교통량|DOWN,residential_density|주택밀집도|UP,"[{""key"": ""commercial_density"", ""label"": ""상권밀집도"", ""direction"": ""UP""}, {""key"": ""night_traffic"", ""label"": ""야간교통량"", ""direction"": ""DOWN""}, {""key"": ""residential_density"", ""label"": ""주택밀집도"", ""direction"": ""UP""}]"
